"Nom_poste","Contrat","Description","Salaire","Experience","Entreprise"
"Data Scientist - Analyst H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Data Scientist - Analyst H/F
DESCRIPTION : Notre Direction Marketing Client recherche pour son pôle Etudes & Connaissance Client, un.e Data Scientist - Analyst H/F.

Votre rôle sera de réaliser des analyses et des modèles statistiques pour améliorer la connaissance de nos clients à  partir des données transactionnelles, de navigation et d'open source.

Dans un contexte de transformation du Pôle (changement d'outils : SAS Viya, Data viz, langage Python et évolution vers une approche « client centric »), vos principales missions seront les suivantes :
- Réaliser des études Clients et Produits : parcours et cycles de vie, univers d'achats, demande ad'hoc pour répondre à des problématiques d'actualités
- Développer des modèles statistiques et d'apprentissage automatique (machine learning) pour répondes aux besoins métiers
- Analyser et formaliser les résultats selon les différents interlocuteurs (interne, magasins, fournisseurs) par la rédaction et mise en forme des synthèses d'études qui devront être accessible à tout public non averti
- En collaboration avec l'équipe Etudes, participer à la réalisation des différentes études, sondages
- Accompagner le réseau de magasins dans la compréhension de leurs résultats

Pour cela, vous travaillerez en étroite collaboration avec les équipes Etudes, CRM, Digital, Commercial, Produits, et Techniques, ainsi que le réseau de magasins dans le cadre de leur accompagnement.
PROFIL : Diplômé.e d'une formation supérieure Bac +5 en Statistiques / Mathématiques / Data Science, vous justifiez d'une expérience de 2 à 5 années.

Vous avez déjà testé les principales méthodes d'analyses exploratoires et prédictives, idéalement sur des problématiques « client centric » et dans le secteur du retail.

Vous maitrisez au moins un outil de programmation statistique (SAS, SQL, Python) et connaissez un outil de datavisualisation (Power BI) un outil de webanalytics et/ou de tracking.

Une rigueur à toute épreuve, un sens aigu du contrôle de cohérence et de vraies capacités d'analyse et de synthèse seront autant d'éléments indispensables à la réussite sur ce poste.

Vous êtes pédagogue et aimez transmettre, partager et expliquer les processus et les données.

Curieux.se, vous avez la capacité de sortir des sentiers battus et de proposer des solutions innovantes répondant aux enjeux.

Si cette formidable aventure humaine vous intéresse, BIENVENUE DANS L'ÉQUIPE !

#LI-CD1","Salaire brut : Annuel de 45000,00 Euros à 55000,00 Euros","Expérience exigée","Intersport"
"Data Analyst RH H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Data Analyst RH H/F
DESCRIPTION : Securitas est le leader international de la sécurité privée, alliant l'humain & la technologie.
Intégrer Securitas c'est rejoindre nos 17 000 collaborateurs.rices en France, une entreprise qui prône la diversité au sein de ses équipes et favorise l'égalité des chances.
Rattaché.e à la coordinatrice paie, Securitas est à la recherche de son.sa Data Analyst RH à Caluire et cuire
Les missions principales sont les suivantes :
- Construire les extractions de données via Business Object et les faire évoluer en fonction de l'organisation ;
- Réaliser les extractions de données, les analyser et les mettre en forme (ex : tableau de pilotage) ;
- Créer et mettre en place tous les templates nécessaires aux Centres d'expertises administratifs (CEA) ;
- Assurer la maintenance et la mise à jour de l'éditique (contra thèque, attestations, courriers types).
Les compétences attendues :
- Excel niveau avancé ;
- Maîtrise des mathématiques statistiques ;
- Maîtrise des outils de requêtage (Business Object) ;
- Expérience significative au sein d'un environnement RH, paie ou contrôle de gestion sociale.
Interlocuteurs : Equipes Serviciel RH et finance
CE QUE NOUS VOUS PROPOSONS
· CDI Cadre au forfait 216 jours travaillés
· Salaire brut/mois + variable annuel sur objectifs
· Mutuelle et prévoyance
LES + SECURITAS
· Compte Epargne Temps (12 jours/an monétisables à tout moment)
· Carte Restaurant à 9€/jour travaillé
· Possibilité d'effectuer jusqu'à 2 jours de télétravail
PROFIL : Vous êtes notre candidat.e si :
Au-delà des compétences déjà mentionnées ci-dessous tu peux ajouter pour compléter le profil :
- Être issu(e) d'une formation supérieure (Bac +5) avec une première expérience significative sur un poste similaire au sein d'un environnement paie, RH ou contrôle de gestion sociale.
- Faire preuve de rigueur analytique
- Avoir un esprit d'initiative et de proactivité
PROCESSUS DE RECRUTEMENT
Et ensuite ?
Vous aurez un entretien avec votre Manager et votre N +2","Salaire brut : Annuel de 34000,00 Euros à 40000,00 Euros","Expérience exigée","Securitas"
"Consultant Sénior Data Gouvernance H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Consultant Sénior Data Gouvernance H/F
DESCRIPTION : L'ADN de l'équipe Data Consulting - Qui sommes-nous ?

En rejoignant notre équipe Data Consulting, vous contribuerez à valoriser le patrimoine de données des organisations en intervenant sur l'ensemble de la chaîne de valeur : stratégie, gouvernance, intégration, mise en qualité et valorisation. En s'appuyant sur un collectif fort de +60 experts, vous accompagnerez des organisations publiques et privées, de la définition de la stratégie data à la mise en oeuvre des projets de transformation, tout en assurant la conduite du changement chez ces derniers.

Nos partenaires nous choisissent pour notre expertise ciblée, notre approche personnalisée, notre offre multisectorielle en s'appuyant sur un collectif fort offrant un cadre épanouissant. Vous évoluerez au sein d'une équipe dynamique, dans un écosystème qui valorise l'intrapreneuriat, l'excellence et le goût du défi.

Le poste

Rejoignez-nous et faites partie de cette aventure et participez à des projets passionnants au coeur des enjeux data ! Nous recherchons un talent de qualité pour intégrer notre offre, data, stratégie et gouvernance afin de nous accompagner chez les clients et animer des sujets internes de manière active au sein du collectif.

En tant que Senior Data Gouvernance :
- Vous définissez et identifiez les rôles et responsabilités autour du cycle de vie de la donnée
- Vous accompagnez et coordonnez les parties prenantes métiers et techniques
- Vous déployez les processus et règles de contrôle de la qualité de la donnée
- Vous contribuez à la rédaction des Appels d'offres
- Vous contribuez au développement de la communauté « Data Gouvernance » (veille technologique, diffusion bonnes pratiques, etc.).
- Vous allez participer au rayonnement de la communauté data au sein du cabinet et auprès des partenaires
PROFIL : L'équipe actuelle évolue dans un contexte de travail très positif, dynamique et bienveillant. Pour vous y intégrer pleinement, vous avez déjà eu l'occasion de démontrer vos compétences en communication écrite et orale, en exprimant clairement et efficacement des idées et des informations.

Vous avez envie de vous investir dans une équipe en forte croissance et possédez un esprit d'équipe et d'initiative. Votre capacité à travailler efficacement en équipe, à collaborer avec les autres et à contribuer à un environnement de travail positif est essentielle.

De tempérament humble mais assuré, vous savez convaincre de la pertinence des solutions que vous apportez.

Vous disposez d'une expérience de 3 ans minimum sur des projets Data Gouvernance durant laquelle vous avez pu apporter votre expertise et valeur ajoutée. Vous avez une expérience significative dans l'implémentation des outils de Gouvernance des données et déploiement de solutions de type DataGalaxy, Colibra, Metaanalysis, Zeenea. Vous êtes force de proposition sur les nouvelles méthodologies projet et nouvelles technologies. Vous êtes diplômé(e) Bac +5 école de commerce ou ingénieur, généraliste ou spécialisé.

Avantages :

Nous proposons à chacun de nos collaborateurs :
- Plan Epargne Entreprise avec Prime d'Intéressement et Participation annuelles
- Importantes,
- 8 semaines de congés / an
- Charte de télétravail flexible (possibilité de télétravailler 1 à 2 jours par semaine, les déplacements en clientèle restant une priorité)
- De nombreuses actions en faveur de l'équilibre pro/perso (parentalité, Mazars Break, Congé solidaire, etc.),
- Forfait mobilité durable pour accompagner vos déplacements domicile-travail selon vos besoins,
- Environnement de travail attractif et tout confort. Dès 2025, un nouveau Campus à Levallois (5 min à pied du métro) : salle de sport, espaces verts, roof top, terrasses, restauration, conciergerie
- CSE (offre sportive, cinéma, art et culture, cadeaux de fin d'année, soirée annuelle, etc.),
- Mutuelle modulable selon vos besoins
- Association sportive (groupes de running, foot, basket, golf, tennis, ou encore yoga, etc.)
- PC portable, double écran et Iphone
- Carte American Express pour vos frais professionnels
- Data Lunch Break : des moments conviviaux favorisant le partage de connaissances sur des thématiques variées liées à la data

Laury-Anne POUNOUSSAMY est en charge de ce recrutement, elle sera votre point de contact tout au long de votre process.

Vous serez contacté(e) pour passer 3 entretiens d'1h répartis sur 3 semaines environ :
- Un premier entretien RH
- Un deuxième entretien technique avec un expert.
- Un troisième entretien de clôture avec un associé et/ou un sénior manager.

#LI-LP1","","Expérience exigée","Forvis Mazars"
"Data Manager H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Data Manager H/F
DESCRIPTION : Notre Direction de l'Organisation et des Systèmes d'Informations recrute un.e Data Manager H/F.

Rattaché.e à la Responsable Référentiels, votre rôle consiste à garantir l'intégrité des données référentielles de la société et de veiller à la fiabilisation de celles-ci dans l'ERP SAP et dans les autres systèmes d'informations de l'entreprise. Pour cela, vous travaillez en étroite collaboration avec les équipes digitales, informatiques, supply-chain et commerciales.

De ce fait, vous aurez pour principales missions de :
- Garantir la fiabilité, la cohérence et la conformité des bases de données articles
   - Mise en place de contrôle de cohérence de données
   - Traitement des anomalies quotidiennes
   - Modification en masse de données
   - Traitement opérationnel de process de maintenance de données
- Assurer le support opérationnel aux équipes transverses (Digital, Offre, Supply Chain)
- Assurer le suivi nécessaire des demandes d'évolutions inhérentes aux différents outils (SAP, Olympe, Hybris)
- Réaliser les recettes métier et rédiger les supports de formation sur le périmètre du poste
- Participer à des projets structurants de l'entreprise en tant que référent métier référentiels
PROFIL : Diplômé.e d'une formation supérieure Statistiques / Informatique / Data / Ingénieur, vous justifiez d'une première expérience similaire ou comme gestionnaire de base de données.

Vous disposez d'une bonne compréhension d'une architecture informatique et des interfaces entre les différents systèmes d'information d'une entreprise (avoir déjà travaillé dans un environnement SAP est un plus).

Une rigueur à toute épreuve, un sens aigu du contrôle de cohérence et de vraies capacités d'analyse et de synthèse seront autant d'éléments indispensables à la réussite sur ce poste.

Vous êtes pédagogue et aimez transmettre, partager et expliquer les processus et les données.

Curieux.se, vous avez la capacité de sortir des sentiers battus et de proposer des solutions innovantes répondant aux enjeux.

Si cette formidable aventure humaine vous intéresse, rejoignez-nous et faites la plus belle des rencontres avec le sport.


#LI-CD1","Salaire brut : Annuel de 45000,00 Euros à 50000,00 Euros","Expérience exigée","Intersport"
"Ingénieur d'Études Master Data H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Ingénieur d'Études Master Data H/F
DESCRIPTION : Envie de travailler sur la Master Data dans le cadre du déploiement de nos ERP, des projets RSE et des projets en lien avec le MDM ?

Intéressé par le rôle de référent technique au sein d'une équipe projet ?

Envie d'intégrer la DSI d'un Groupe industriel de plus de 13 000 collaborateurs ?

Alors intégrez l'équipe de Tangi, Responsable Domaine Master Data en tant qu' Ingénieur d'études master data (f/h).

VOTRE CHALLENGE

En collaboration avec les consultants, chefs de projets fonctionnels et les équipes IT, vous contribuez à la réalisation technique et la mise en place des outils de la Masterdata du GROUPE ATLANTIC concernant les articles et les business partners (prospects, clients, fournisseurs, contacts et articles).

Vous travaillez au sein d'équipes projets en tant que référent et garant technique des process, flux et de la qualité des données.

Plus concrètement, vous :

-  Traduisez l'expression des besoins fonctionnels en partant de l'analyse du besoin, du questionnement jusqu'à la rédaction des spécifications techniques,

-  Effectuez ou déléguez les activités de développement / paramétrage / script en conformité avec la documentation associée,

-  Réalisez ou supervisez les tests techniques des programmes (unitaire ou intégration),

-  Rédigez la documentation technique et la procédure de déploiement,

-  Déployez la solution sur les environnements appropriés.

-  Accompagnez les équipes support par votre expertise technique.

-  Contribuez au déploiement de notre politique d'amélioration continue IT.

ET PLUS ENCORE ?

Type de contrat : CDI

Prise de poste : que faites-vous demain ?

Poste basé à La Roche-Sur-Yon (85)

Parcours de formation et d'intégration

Plan de mobilité et d'évolution

Package de rémunération avec prime de participation, restaurant d'entreprise.
PROFIL : Issu d'une formation supérieure BUT ou Licence en Informatique, vous justifiez d'une expérience confirmée de minimum 5 ans. Au-delà d'un diplôme nous recherchons un profil dont l'expérience a permis de :

-  Comprendre et appréhender le fonctionnement d'un Groupe industriel, des flux qui le composent et des processus techniques associés à la gestion des articles, clients et fournisseurs

-  Connaitre le fonctionnement d'un groupe projet pour s'y inscrire de manière proactive en tant que référent technique

-  Développer ses compétences techniques (Oracle, SQL / Plsql, modélisation de bases de données, idéalement la connaissance de SAP S4 (Ismw, Idoc, mass, db02, modèles de données business partners et articles)).

Reconnu pour votre proximité, votre sens de l'écoute et votre esprit de synthèse, vous savez entretenir des relations de proximité avec les différents interlocuteurs internes et externes.

Vous êtes curieux et avez envie de comprendre les flux métier de l'entreprise, les technologies et les applications utilisées au sein du Groupe ainsi que ses produits.

Votre rigueur, votre organisation et votre faculté à convaincre vous ont permis de développer des capacités d'analyses et de raisonnement mais également de contribuer au succès des projets.

Au-delà de votre appétence pour le Pack Office, vous possédez un niveau d'anglais courant à l'oral et à l'écrit en raison de la présence à l'internationale du GROUPE ATLANTIC.

Postulez vite ! Nous avons hâte de vous rencontrer !

Dans le cadre de sa politique diversité, le GROUPE ATLANTIC étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap.

Le GROUPE ATLANTIC est reconnu ""Top Employer 2024"", label qui récompense les politiques RH d'excellence.

Ref : wm2esusyyc","","Expérience exigée","Groupe Atlantic"
"Manager - Senior Manager Data Science H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Manager - Senior Manager Data Science H/F
DESCRIPTION : Vos challenges

* De comprendre les enjeux et attentes métier de nos clients et de les traduire d'un point de vue analytique
* De cadrer méthodologiquement les travaux d'analyse de données et de modélisation
* D'encadrer les travaux de Data Scientists et Data Analysts, en s'assurant du respect des règles méthodologiques
* De participer à des missions de transformation Data & Analytics : mise en oeuvre de solutions Data & Analytics / Big Data, développement et mise en oeuvre de cas d'usage et industrialisation de ses solutions.
* D'encadrer et suivre le développement de l'équipe, en assurant une acquisition continue des compétences.
* De participer activement à l'enrichissement d'offres orientées FMCG, Retail et e-commerce, e.g. parcours et comportements clients, segmentation, pricing optimisation

Vous êtes garant de la qualité et de la fiabilité des modèles produits. Vous êtes sensibilisé aux enjeux éthiques et réglementaires liés aux données personnelles et/ou sensibles et à l'utilisation qui en est faite
PROFIL : Vous êtes diplômé d'une école d'ingénieur ou équivalent universitaire.

Vous avez une solide formation en mathématiques appliquées/statistiques/Machine Learning, éventuellement dans le cadre d'un double diplôme avec une école de commerce

Vous justifiez d'au moins 6 années d'expérience dans le domaine de la Data Science et du Big Data, au sein d'un cabinet de conseil ou du département Data d'une grande société

Vous disposez d'une expérience significative dans le secteur FMCG, retail ou e-commerce

Vous maîtrisez une ou plusieurs solutions de visualisation

Idéalement, vous êtes déjà intervenu dans un environnement Big Data et/ou Cloud

Vous avez une bonne connaissance des outils de gestion des versions

Vous êtes reconnu pour les qualités/compétences suivantes :

* Vous êtes curieux, autonome, entreprenant et doté d'une bonne capacité de travail
* Vous disposez d'excellence capacités relationnelles et de présentation, et appréciez le travail en équipe
* Vous êtes dynamique, organisé et méthodique

Localisation :

Vous serez basé à La Défense, Tour EQHO dans le cadre d'un contrat CDI.

N'attendez plus, rejoignez un environnement de travail inclusif où le sens du collectif est clé.

Tous nos postes sont ouverts aux personnes en situation de handicap.

Bac +4/5, Master","","Expérience exigée","KPMG"
"Lead Tech Data H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Lead Tech Data H/F
DESCRIPTION : Au sein du pôle Etudes de la Direction des Systèmes d'Information, le pôle DATA a en charge la conception, la réalisation et le maintien en condition opérationnelle des flux d'échanges de données inter-applicatifs et décisionnels, ainsi que des tableaux de bord et indicateurs destinés aux directions métiers.

MISSION 1 Garantir la qualité des réalisations
-  Accompagner les développeurs sur la formalisation des enjeux et des besoins métiers.
-  Garantir la rigueur technico-fonctionnelle des choix réalisés en tant que référent technique du pôle sur les projets
-  Contrôler et valider les réalisations des développeurs, y apporter des ajustements le cas échéant
-  Mettre en place de méthodologies et de pratiques de développement pour le pôle en veillant à la capitalisation des connaissances (gestion du code, documentation, supports de formation)

MISSION 2 Contribuer à l'évolution des services
-  Participer aux orientations et aux choix des solutions techniques et d'architecture
-  Suivre les montées de version réalisées par les éditeurs
-  Piloter les projets de mise en place de nouvelles technologies BI & ETL
-  Piloter les projets de montées de version des applicatifs BI & ETL
-  Organiser la veille technologique interne sur les sujets data.

MISSION 3 Contribuer à l'activité du pôle
-  Conseiller les membres du pôle et leur apporter un soutien technique propre à son expertise
-  Veiller à la cohérence entre le projet et les pratiques professionnelles du pôle
-  Participer aux réunions d'équipe
-  Préparer et participer aux points réguliers de suivi de l'activité
-  Remonter les alertes auprès de sa hiérarchie sur des problématiques et dysfonctionnements rencontrés et propose des solutions techniques, organisationnelles ou de médiation appropriées
PROFIL : Diplômé(e) d'une formation supérieure en informatique, vous avez développé une réelle expérience, d'au moins 10 ans, en tant qu'expert technique et chef de projet dans les domaines de l'intégration de la donnée et de la data visualisation.

Vous disposez d'une vision large des technologies DATA.

COMPÉTENCES
-   Esprit de synthèse
-   Capacité à vulgariser les sujets techniques
-   Maîtrise des méthodes de gestion de projet
-   Maîtrise des méthodes et outils de développement en SI Décisionnel
-   Maîtrise des méthodes et outils de développement des solutions d'intégration de la donnée
-   Maîtrise du langage SQL et de tous langages requis pour le maintien des applications
-   Maîtrise de l'architecture SI
-   Rigueur et autonomie
-   Capacité à travailler en équipe
-   Capacité d'adaptation
-   Organiser et gérer les priorités
-   Bonne connaissance des normes et procédures de sécurité.

Expérience souhaitée : Confirmé

Rejoignez-nous
Vous souhaitez rejoindre une grande association porteuse de sens, qui oeuvre quotidiennement auprès des personnes vulnérables, et dont la bienveillance est au coeur de sa culture d'entreprise ?

Le Campus Croix-Rouge dispose par ailleurs d'un restaurant d'entreprise et d'une cafétéria, d'un parking gratuit et d'un parc à vélos.

Votre statut de cadre autonome vous fait bénéficier de 23 à 25 jours de repos qui s'ajoutent aux 5 semaines de congés payés obligatoires, et notre politique de télétravail permet de bénéficier de 2 jours /semaine ou 10 jours par mois.

Une fois vos six mois d'ancienneté acquis, vous pourrez bénéficier des activités sociales et culturelles proposées par notre Comité Social Économique d'établissement (CSE-E). Chèques cinéma et chèques culture à tarifs réduits, prise en charge d'une partie de vos frais d'inscription à une activité sportive, participation sur vos activités culturelles (visites de musée, spectacles, concerts), location de logements à la mer ou la montagne, etc.

Prime de fin d'année : Oui
RTT / JREP : Oui","","Débutant accepté","Croix Rouge Française"
"Alternance - Commercial Btob Data H/F","Contrat à durée déterminée - 24 Mois

Contrat apprentissage","POSTE : Alternance - Commercial Btob Data H/F
DESCRIPTION : - Vous aimez les challenges et accompagner vos clients ?
- Vous souhaitez monter en compétences et découvrir l'univers de la Data ?
- Vous appréciez travailler dans une équipe dynamique et à taille humaine ?

Notre entreprise partenaire, société spécialisée dans la Data, recherche un Commercial BtoB en alternance pour rejoindre son équipe commerciale et accélérer son développement. Rejoignez une entreprise où performance rime avec bonne humeur et bien-être des collaborateurs.

Cette offre est à pourvoir en partenariat avec l'école Euridis Business School. Pour accéder à cette alternance, le prétendant au poste intégrera le Mastère Ingénieur d'Affaires & Business Developer (rentrée novembre/décembre 2024).

VOS MISSIONS :
- Prospecter et développer le portefeuille client au niveau national
- Analyser les besoins client et construire une offre y répondant
- Négocier les conditions commerciales
- Fidéliser le client et être garant de sa satisfaction
PROFIL : Vous serez titulaire d'un Bac +3 cette année et souhaitez intégrer le Mastère Ingénieur d'Affaires & Business Developer chez Euridis Business School (rentrée novembre/décembre 2024).

PROFIL
- Capacité d'écoute et d'analyse
- Goût du challenge et bonne organisation
- Idéalement, une première expérience (stage ou alternance) en commerce

Rejoignez-notre équipe !","","Débutant accepté","Euridis Business School Montpellier"
"Business Analyst Data H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Business Analyst Data H/F
DESCRIPTION : Entreprise humaine et engagée, notre politique de Responsabilité sociale de l'entreprise porte des sujets clés comme la mixité, la diversité, le handicap, la qualité de vie au travail et le développement durable.

Plus de 80 métiers sont présents au sein de BPCE SI et plus de 50 technologies et langages de développement sont utilisés dans nos solutions bancaires !

Passionné(e) par l'informatique et envie de nouveaux challenges ? Rejoignez nos équipes d'experts et intervenez sur nos projets innovants en utilisant les dernières tendances technologiques (IA générative, Low Code / No Code, Cloud, DEVOPS).

Alors, pour booster votre carrière et profiter de la diversité des terrains de jeux que proposent BPCE Solutions informatiques et le Groupe BPCE, rejoignez-nous !

Poste et missions

Dans le but de renforcer la DSI CEGC sur l'activité Data, vous interviendrez en tant que Business Analyst du SI décisionnel. 
 
Vous participerez au projet de transformation du SI Décisionnel de CEGC : trajectoire sur 3 ans qui consiste à la mise en place de Data Warehouse Retail, Corporate et Sinistralité et leurs Data Mart, à la mise en oeuvre des évolutions ainsi qu'au maintien en condition opérationnel des outils décisionnels 
 
Vous serez un des Businnes Analyst de la Squad Data, Risques et Actuariat au sein de la DSI, auprès des métiers et de l'ensemble des interlocuteurs externes (y compris du groupe BPCE) 
 
Vous intégrerez une équipe dans un fonctionnement Agile à l'échelle qui met les métiers au centre de la gestion de produits et qui favorise un travail d'équipe pluridisciplinaires et autonomes. Au sein d'une organisation efficace, avec peu de niveau hiérarchique, vous intégrerez une équipe responsable dans un fonctionnement Agile à l'échelle. Le travail d'équipe pluridisciplinaires et autonomes est favorisé par le positionnement des métiers au centre de la gestion produits. 
 
Dans ce cadre, vos compétences métiers vous permettent d'intervenir sur des missions de :
- Définir et cadrer les besoins utilisateurs ou « user stories » 
- Comprendre les besoins utilisateurs en vue de les traduire en solutions applicatives 
- Cartographie des risques inhérents au projet 
- Rédaction des spécifications fonctionnelles et User Stories 
- Gestion du backlog et validation de la feuille de route avec les équipes 
- Homologation, test et validation des cahiers de test fonctionnel 
- Assurer la mise à jour continue de la documentation du projet 
- Assurer le rôle de facilitateur au niveau des échanges entre les différents interlocuteurs 
- Etablir et planifier l'ensemble du projet en réalisant un contrôle du suivi du projet et de ses différents paramètres (deadlines et mesures des écarts en rapport au projet initial) 
- Vous animerez les ateliers métiers pour recueillir le besoin et les rédiger sous forme d'US 
- Vous vous assurerez de l'adéquation de la solution technique avec les besoins fonctionnels du produit en lien avec les attentes du Product Owner et du respect des engagements pris vis-à-vis du métier

Profil et compétences requises

De formation supérieure (Bac +5ans), vous justifiez de : 
 
- Expérience significative en tant que Business Analyst dans un contexte de maintenance corrective/évolutive 
- Expérience de fonctionnement opérationnelle en mode agile (Scrum, Kanban) 
- Connaissance Solide expérience en analyse de données et en business intelligence. 
- Maîtrise des outils et technologies d'analyse de données, tels que SQL, Excel, Python, R, Tableau, Power BI, etc. 
- Maîtrise de la modélisation des bases de données (Merise, Modèle en étoile, Modèle relationnel) 
- Compétences en gestion de projet et capacité à gérer plusieurs projets simultanément. 
- Excellentes compétences en résolution de problèmes et en pensée analytique 
- Connaissance des principes de gouvernance des données et des meilleures pratiques en matière de qualité des données. 
- Une connaissance des outils d'intégration et de traitement des données (ETL) serait appréciée 
- Expérience avérée dans la planification et l'exécution de phases de recette fonctionnelle, y compris dans la rédaction des plans de tests, la définition des scénarios de tests et l'exécutions des tests. 
- Participation active à la validation finale avant la mise en production, en s'assurant que toutes les fonctionnalités sont testées et répondent aux attentes du métier. 
 
Compétences méthodologiques : 
 
- Aptitude à respecter les contraintes, en particulier les délais et les éléments budgétaires, 
- Aptitude à gérer les priorités 
- Aptitude à prendre e","","Expérience exigée","BPCE Solutions informatiques"
"Expert Technique Data H/F","Contrat à durée indéterminée

Contrat travail","POSTE : Expert Technique Data H/F
DESCRIPTION : Au sein de l'Agence Occitanie, site de Toulouse, vous intervenez en tant qu'Expert BI.

Votre quotidien ?

· Participer aux phases d'avant-vente au sein de notre entité DATA intelligence 
Vous comprenez et analysez les besoins clients, rédigez des cahiers des charges. Vous assurez la mise en place des POC et prototypes métiers. Vous évaluez et préconisez des solutions décisionnelles

· Accompagner les équipes BI dans la mise en oeuvre de solutions décisionnelles 
Vous rédigez des spécifications fonctionnelles, techniques.  
Vous êtes le garant de la conception et du développement du modèle de données, de l'ensemble des processus d'extraction et de transformation des données, et de la Data visualisation. 
L'expert technique s'assure de la conformité de la solution par rapport au besoin utilisateur.

· Accompagner la montée en compétences des consultant(e)s de la communauté BI  
En tant qu'Expert, vous pouvez être amené à former des collaborateurs. Vous mettez en place et veillez au respect des standards et bonnes pratiques. 
Vous êtes engagé(e) dans une démarche d'amélioration continue
Être un collaborateur au sein d'Orange Business c'est :

Faire partie d'un acteur majeur dans les technologies de la Data, du Cloud & du Digital
-  Travailler sur des projets pour des clients de tous secteurs d'activités (banque, sport, santé, commerce de détail, service public)
-  Utiliser des technologies de pointe telles que Microsoft, Docker, Qlik Sense, Java, Talend, Salesforce et bien d'autres
-  Intégrer une communauté d'experts curieux et passionnés

Évoluer dans une entité où l'écoute, le partage et la confiance sont les piliers fondamentaux de notre culture
-  Bénéficier d'un accompagnement personnalisé et d'un suivi de proximité grâce à nos one to one hebdomadaire avec le manager
-  Saisir des opportunités d'évolution de carrière au sein d'un groupe mondial offrant de multiples perspectives
-  Cultiver une culture de l'innovation, encourageant la créativité et la contribution d'idées novatrices
-  Participer à des initiatives sociales et environnementales, faisant de nous une entreprise socialement responsable

Tous nos postes sont accessibles à compétences égales, promouvant une opportunité équitable pour chacun, indépendamment de la situation de handicap.

Informations complémentaires :

Découvrez une partie de nos avantages :
-  Un accord télétravail de 2 à 3 jours par semaine selon tes missions
-  Un package avantages offrant : des réductions Orange, des titres restaurants, un accord de participation, une prime vacances et une prime à la cooptation
-  Une école interne, Digital Services School : faire évoluer tes compétences techniques et fonctionnelles (formations, certifications) grâce à un accompagnement de proximité et à notre université interne
-  Un Forfait Mobilité Durable : contribue à notre engagement en faveur de la durabilité avec notre forfait dédié à la mobilité durable, soutenant activement des modes de déplacement respectueux de l'environnement
-  Un collectif : profitez des animations du Chief Happiness Officer pour favoriser un environnement de travail positif, axé sur le bien-être, l'engagement et la satisfaction

Mais rejoindre l'Agence Occitanie, c'est aussi :
-  Gagner les concours de baby-foot
-  Participer aux événements organisés : afterworks, journée Hawaï, chasse aux oeufs de Pâques etc.
-  Eviter les chocoblast à tout prix
PROFIL : De formation informatique Bac +5, vous justifiez d'une expérience de minimum 7 ans sur la mise en oeuvre de projets décisionnels et avez une expertise sur au moins un outil décisionnel majeur (Datastage, Informatica, Qlikview, BO, Cognos)

Vous faites preuve d'autonomie et de force de proposition sur l'ensemble des tâches qui vous sont confiées, votre autonomie et votre polyvalence vous permettent d'intervenir sur les phases critiques du projet sur lequel vous intervenez. Vous souhaitez participer au transfert des connaissances techniques et fonctionnelles auprès des collaborateurs moins expérimentés qui participent à la réalisation du projet où vous intervenez.

Outre l'aspect technique, c'est une personnalité qui est aussi recherchée !","","Expérience exigée","Orange Business"
