Nom_poste,Contrat,Description,Salaire,Experience,Entreprise
"Data ingénieur Gbs F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Geser Best Lille recherche un.e Data Ingénieur.e H/F expérimenté.e pour rejoindre une équipe dynamique dans un contexte évoluant rapidement.
Vous serez amené à réaliser l'alimentation du data warehouse et gérer la mise en place de cas d'usages métiers en utilisant Snowflake et dbt.
&nbsp;
Missions
* Concevoir, développer et maintenir des pipelines de données robustes et évolutifs en utilisant Snowflake et dbt,
* Assurer l'alimentation efficace du data warehouse avec des données provenant de diverses sources,
* Collaborer avec les parties prenantes pour comprendre les besoins métiers et traduire ces besoins en solutions techniques,
* Mettre en place des cas d'usages métiers en utilisant les données disponibles,
* Optimiser les performances des requêtes et des pipelines de données,
* Garantir la qualité et l'intégrité des données à travers des processus de validation et de nettoyage,
* Documenter les processus et les solutions mises en place,
* Participer à la veille technologique et proposer des améliorations continues.
&nbsp;
Compétences requises
* Expérience significative (3 ans minimum) en tant que Data Ingénieur ou dans un rôle similaire,
* Expertise avérée avec Snowflake et dbt,
* Maîtrise du langage SQL, Python est un plus,
* Expérience avec les outils de gestion de version (Git),
* Connaissance des principes de modélisation des données et des architectures de data warehouse,
* Capacité à travailler de manière autonome et en équipe,
* Excellentes compétences en communication et en résolution de problèmes,
* Expérience avec les outils de visualisation de données (Qlik, Power BI) - Souhaité,
* Connaissance des environnements cloud (AWS, Azure, GCP) - Souhaité,
* Expérience avec les outils de gestion de workflow (Airflow, StepFunction...) - Souhaité.

Profil recherché:

Nos avantages
* Gestion à taille humaine,
* Suivi de mission régulier,
* Accompagnement pour une montée en compétence rapide,
* Mobilité géographique possible,
* Evènements afterwork / teambuilding /caritatifs,
* Politique de cooptation,
* Offres CSE,
* Process d'intégration,
* Formation continue.",Salaire brut : 40 - 45 k€ brut annuel,Expérience exigée de 3 An(s),"
SOCIETE GESER BEST
"
"Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Aubay Grand Ouest recherche un Data Engineer, dans le cadre de l'accélération de l'IA chez son client grand compte du secteur bancaire.
L'activité portera sur la transformation de la solution d'industrialisation de l'IA vers une nouvelle solution logicielle. 
 
Les missions sont:

1. Cadrage 
* Collaboration avec les équipes métiers pour comprendre leurs problématiques liées aux verbatims clients
* Accompagnement de la rédaction des spécifications fonctionnelles
2. Mise en place d'un dispositif d'annotation
* Création d'échantillons (jeux d'apprentissage, de validation et de test)
* Définition des règles d'annotation
* Création d'un formulaire sur l'outil d'annotation 
3. Détection de topics et classification de verbatims 
* Détection des topics abordés dans les verbatims et construire une catégorisation de verbatims avec l'aide du métier reposant sur les topics détectés
* Classification des verbatims dans chaque catégorie 
* Intégration de l'analyse de la tonalité 
4. Déploiement et suivi
* Optimisation des modèles pour garantir leur performance en production
* Développement des pipelines d'inférence robustes pour l'intégration des modèles dans les systèmes existants
* Collaboration avec l' équipe MLOps pour le déploiement.
* Suivi de la fiabilité des modèles et identifier les biais ou dérives dans le temps et procéder à leur amélioration le cas échéant.
5. Documentation et veille technologique
* Documentation toutes les étapes des projets pour assurer la traçabilité et la reproductibilité.
* Suivi de évolutions technologiques dans les domaines de l'IA
 
Environnement technique : 
python, Poetry, FastApi, spark (et donc pyspark), SQL, cassandra et postgresql, Kafka, GitLab CI, Docker, Airflow, MLflow, Conda, APIs RESTful.

Profil recherché:

Soft Skills Demandés
* Autonomie
* Motivation
* Organisation
* Humilité
* Négociation
* Curiosité
* Partage
* Sens du service
* Pragmatique / Réaliste
* Envie de développer en Python
* Sensibilisé à la Qualité de code

 
Expérience demandée
* Développement Python, DevOps en environnement de production
* Expérience de 5 ans min en développement
* Expérience dans un grand groupe (expérience de l'inertie et des contraintes d'un groupe)
* Expérience sur tout le cycle de vie d'une application (besoin, conception, développement, déploiement, maintenance)
* 1 Expérience parmi l'Industrialisation d'un prototype, POC ou encore l'amélioration d'une solution existante (contrainte de sla, performance, montée en charge) ",Salaire brut : A négocier,Expérience exigée de 1 An(s),"
Aubay
"
"Consultant sénior Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Description du poste
 
Vous rejoignez une équipe de plus de 30 consultants spécialistes de la data, répartis sur 2 hubs (Paris La Défense, New-York).  
Au sein du DataLab, nos domaines d'expertises couvrent l'ensemble de la chaîne de valeur de la donnée : Data Strategy et qualification de cas d'usage, Gouvernance et qualité des données, Gestion des données de référence (MDM), Data transformation, Data Architecture, Data Engineering, Data Science, Data Visualisation et Analytics,
Vous serez formé(e) à nos méthodologies et aurez l'opportunité de travailler au sein d'équipes pluridisciplinaires, y compris les équipes de R&D qui développent et maintiennent nos outils d'Analytics ainsi que notre infrastructure interne (GitLab-CI, Cloud privé OpenNebula, CephFS, etc...).
Vous participerez notamment à :
- L'amélioration de la performance opérationnelle de nos clients au travers de l'exploitation et la valorisation de données sur des cas d'usage métier concrets (stratégie, marketing et vente, R&D, finance, etc..).
- L'interaction directe avec nos clients dont nous analysons les problématiques pour les aider à implémenter des solutions technologiques sur-mesure.
- Le développement de bout en bout de flux de données, depuis l'extraction et la transformation des données de nos clients, jusqu'à leur consommation par des systèmes ou applications web et tableaux de bord que nous concevons pour eux, en passant par les datalake, data-warehouse, data-marts ou API qui exposent ces données.
- Déploiement de pipelines de données dans le paradigme serverless cloud (AWS Lambdas, Azure Functions, GC Functions, etc.) mais aussi utilisation de techniques DevOps et de virtualisation bare-metal avancées au sein d'une équipe pionnière du MLOps (équipe opérationnelle en CI/CD depuis 2013).

Profil recherché:

Qualifications
 
Profil recherché
De formation Bac+5 type école d'ingénieur généraliste ou spécialisée, ou d'un 3ème cycle dans un domaine connexe à la data (systèmes d'informations, traitements de données, big data, statistiques, génie logiciel, etc.) :
Vous avez déjà montré un intérêt pour le domaine du développement applicatif intégrant une composante Data, à travers des stages, cours ou projets personnels impliquant le développement back-end et/ou front-end d'une application.
 
Vous avez une expérience pratique et une bonne connaissance de :
-    Une ou plusieurs couches de persistance (SGBD relationnel : MySQL / MSSQL / PostgreSQL, No- SQL : MongoDB / ElasticSearch / Node4j, ou encore S3)
-    La conception et/ou l'implémentation et/ou la manipulation de datalakes, data warehouses ou data- marts
-    L'implémentation de pipelines ETL et de scripts de transformation / d'analyse de données (Python, R,Spark)
-    Vous n'envisagez pas de travaux sérieux en dehors d'un système Linux (Ubuntu, Debian, CentOS), ou sans système de contrôle de version (Git), et l'utilisation d'une chaîne d'intégration vous parait naturelle
-    Vous maîtrisez l'anglais oral et écrit.
 
Une première expérience des technologies suivantes est un plus :
-    Sensibilisation à la qualité logicielle et aux chaînes d'intégration continue (DevOps : Ansible, Terraform, CI/CD)
-    Sensibilisation à l'interaction avec des équipes fullstack pluridisciplinaires (RestAPI, VueJS)
-    Expérience sur l'un des cloud providers (Azure, AWS, GCP), avec des outils modernes de Data Engineering :
-    Redshift, Azure Synapse, Databricks, .
-    Chaîne d'analyse prédictive (scikit-learn, TensorFlow, etc..)

 
Informations complémentaires :
 
Nous proposons à chacun de nos collaborateurs :
-    Plan Epargne Entreprise avec Prime d'Intéressement et Participation annuelles 
-    Importantes,  
-    8 semaines de congés / an 
-    Charte de télétravail flexible (possibilité de télétravailler 1 à 2 jours par semaine, les déplacements en clientèle restant une priorité) 
-    Nombreuses actions en faveur de l'équilibre pro/perso (parentalité, Mazars Break, Congé solidaire, etc.),  
-    Forfait mobilité durable pour accompagner vos déplacements domicile-travail selon vos besoins, 
-    Environnement de travail attractif et tout confort. Dès 2025, un nouveau Campus à Levallois (5 min à pied du métro) : salle de sport, espaces verts, roof top, terrasses, restauration, conciergerie.   
-    CSE (offre sportive, cinéma, art et culture, cadeaux de fin d'année, soirée annuelle, etc.),  
-    Mutuelle modulable selon vos besoins 
-    Association sportive (groupes de running, foot, basket, golf, tennis, ou encore yoga, etc.) 
-    PC portable, double écran et Iphone 
-    Carte American Express pour vos frais professionnels 
 ",Salaire brut : A négocier,Débutant accepté,"
Mazars
"
"Data Scientist F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

 Nous sommes à la recherche d'un(e) Data Scientist passionné(e) pour rejoindre notre équipe dynamique évoluant dans un cadre agile.
 
Nantes et périphéries  
 
CDI  
 
Tes missions ?  
 
En tant que Data Scientist, vous contribuerez à la conception, l'entraînement et l'industrialisation des modèles d'IA qui répondent aux besoins métiers
 
Les missions sont :
 
1. Cadrage
Accompagnement de la rédaction des spécifications fonctionnelles
 
2. Mise en place d'un dispositif d'annotation
Création d'échantillons (jeux d'apprentissage, de validation et de test)
 
3. Déploiement et suivi
- Optimisation des modèles pour garantir leur performance en production
- Développement des pipelines d'inférence robustes pour l'intégration des modèles dans les systèmes existants
- Suivi de la fiabilité des modèles et identifier les biais ou dérives dans le temps et procéder à leur amélioration le cas échéant.
 
4. Documentation et veille technologique
- Documentation toutes les étapes des projets pour assurer la traçabilité et la reproductibilité.
- Suivi de évolutions technologiques dans les domaines de l'IA

Profil recherché:

* Côté bagage technique :  
- Maîtrise des fondamentaux en Machine Learning et Deep Learning
- Maîtrise de Python
- Compétences en NLU, connaissance de BERT/ CamemBERT
- Connaissances en annotation de données
- Connaissances de l'écosystème Hugging Face
- Compétences sur Git
- Compétences sur la création d'environnement virtuels Python
 
Diplôme : BAC+5  
Expérience : min 5 ans en cdi sur un poste similaire dans un grand groupe
Connaissance des méthodes agiles  
Anglais professionnel  
 
* Côté personnalité :   
Esprit analytique
Communication
Adaptabilité
Pragmatisme : capacité à proposer des solutions efficaces
Exigeant envers la qualité de ses livrables
 
* Les avantages :  
En plus de ton salaire brut annuel fixe :  
- Prime d'intéressement avec abondement supplémentaire  
- Carte restaurant  
- Prime de vacances   
- Forfait mobilité avec remboursement des indemnités kilométriques
- RTT  
- Télétravail: oui mais pas de full remote  
- Plateforme CSE ",Salaire brut : A partir de 40 k€ brut annuel,Expérience exigée de 5 An(s),"
ELEPHANT TECHNOLOGIES
"
"Data Engineer Spark Scala F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Dans le cadre d'un projet d'envergure chez l'un de nos clients grands comptes, nous cherchons notre futur Data Engineer Spark Scala Confirmé, qui sera en charge des missions suivantes : 
* Création de l'architecture avec le reste de l'entité (tech lead, devs, architecture) 
* Mise en œuvre/Développement des propositions techniques 
* Revue de code  
* Suivi des méthodologies agiles  
* Industrialisation des développements et des tests sur de l'open source

Profil recherché:

Issu d'une formation Bac +5 Ecole d'Ingénieur ou équivalent, vous justifiez d'une première expérience d'au moins 5 ans sur un poste similaire dans un environnement bancaire ou finance de marché 
Vous avez une excellente maitrise du langage Spark/Scala 
Vous avez envie de rejoindre une équipe dynamique et aspirez à relever des défis 
 
Un anglais courant est exigé 
 
Rémunération selon profil 
 
Conformément à la règlementation en vigueur et à notre politique d'égalité professionnelle et de diversité ; nous encourageons tous les talents à postuler, indépendamment de leur origine, identité, âge, handicap ou de leurs caractéristiques personnelles.    ",Salaire brut : A négocier,Expérience exigée de 5 An(s),"
DELANE SI
"
"Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Nous sommes à la recherche d'un(e) Data Engineer passionné(e) pour rejoindre notre équipe dynamique évoluant dans un cadre agile.
&nbsp;
&nbsp;
Tes missions ? &nbsp;
&nbsp;
En tant que Data Engineer, tu intègreras&nbsp;l'équipe Data &amp; IA dans laquelle tu apporteras ton expertise dans la gestion des données.
Dans ce cadre, tu seras responsable de la conception, de la mise en place et de la maintenance des infrastructures de données :
&nbsp;
* Conception et mise en place des pipelines de données
- Construire et maintenir des pipelines ETL/ELT pour l'ingestion, la transformation et le stockage des données.
- Automatiser les flux de données pour assurer leur fiabilité et scalabilité.
- Gérer des sources de données variées
&nbsp;
* Optimisation des bases de données et data lakes
- Concevoir et gérer des bases de données relationnelles&nbsp;adaptées aux besoins de l'entreprise.
- Déployer des data warehouses&nbsp;et des data lakes pour centraliser les données.
- Optimiser les performances des requêtes et des modèles de stockage.
&nbsp;
* Traitement et transformation des données
- Manipuler de grands volumes de données et assurer leur qualité.
- Développer des algorithmes d'optimisation pour la transformation des données.
- Mettre en place des solutions de data cleaning et data validation.
&nbsp;
* Monitoring et amélioration continue
- Mettre en place des systèmes de monitoring des flux de données.
- Détecter et corriger les anomalies dans les pipelines.
- Améliorer continuellement les performances et la robustesse des solutions Data.

Profil recherché:

* Côté bagage technique : &nbsp;
- Solide expérience en Python, Snowflake et SQL
- Maîtrise de&nbsp;Jira, Confluence, GIT, Informatica, services Cloud
&nbsp;
- Diplôme : BAC+5 &nbsp;
- Expérience : min 5 ans en cdi sur un poste similaire dans un grand groupe
- Connaissance des méthodes agiles&nbsp;&nbsp;
- Anglais professionnel &nbsp;
&nbsp;
* Côté personnalité :  &nbsp;
- Esprit d'analyse et résolution de problèmes
- Communication
- Adaptabilité
- Pédagogie et vulgarisation
- Rigueur et curiosité
&nbsp;
* Les avantages : &nbsp;
En plus de ton salaire brut annuel fixe : &nbsp;
- Prime d'intéressement avec abondement supplémentaire &nbsp;
- Carte restaurant &nbsp;
- Prime de vacances  &nbsp;
- Forfait mobilité avec remboursement des indemnités kilométriques &nbsp;
- RTT &nbsp;
- Télétravail: oui mais pas de full remote &nbsp;
- Plateforme CSE ",Salaire brut : A partir de 40 k€ brut annuel,Expérience exigée de 5 An(s),"
ELEPHANT TECHNOLOGIES
"
"Architecte Infrastructure DATA (Ingénieur IT infrastructure) (GBS) F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Notre agence Geser-Best Paris recherche pour l'un de ses client, un Architecte Technique Infrastructure DATA H/F.

En tant qu' Architecte Technique Infrastructure DATA H/F, vous serez responsable de la conception, de l'implémentation et de la gestion des infrastructures de données au sein de l'entreprise. 
Vous serez chargé(e) de définir des solutions robustes, performantes et évolutives, tout en assurant la sécurité et la haute disponibilité des données.

Vos missions principales :
* Conception d'architectures techniques : Définir et mettre en œuvre des architectures d'infrastructure Data adaptées aux besoins de gestion, stockage et analyse des données, en utilisant des solutions de cloud, hybride et sur site.
* Automatisation des processus : Concevoir et déployer des solutions d'automatisation des installations et des migrations de données (CI/CD, Infrastructure as Code, scripts d'automatisation, etc.).
* Gestion des systèmes d'exploitation : Administration des systèmes d'exploitation Linux et des postes de travail Microsoft, et optimisation des performances sur ces environnements.
* Réseaux IP : Conception et gestion des réseaux IP nécessaires pour assurer une communication fluide entre les différentes infrastructures et garantir la performance des services.
* Sécurité de l'infrastructure : Mettre en place des outils de sécurité pour protéger l'intégrité, la confidentialité et la disponibilité des données (pare-feu, contrôle d'accès, chiffrement des données, etc.).
* Systèmes de stockage et sauvegarde : Concevoir et implémenter des solutions de stockage et de sauvegarde robustes, en garantissant la disponibilité et la récupération des données en cas de sinistre.
* Haute disponibilité : Mettre en place et maintenir des mécanismes de haute disponibilité (réplication, clustering, load balancing) pour garantir la résilience et la disponibilité continue des services et des données.
 

Profil recherché:

* Diplôme Bac+5 en informatique, ingénierie des systèmes ou équivalent.
* minimum 5 ans d'expérience en architecture d'infrastructure, avec une spécialisation sur les environnements Data.
* Architecture technique : Maîtrise des principes d'architecture technique pour des infrastructures data complexes.
* Automatisation : Compétences solides dans l'automatisation des processus d'installation, de déploiement et de migration (ansible, terraform, scripts shell, etc.).
* Systèmes d'exploitation : Expérience approfondie sur les systèmes Linux (administration, optimisation, troubleshooting) et postes de travail Microsoft.
* Réseaux IP : Bonne connaissance des réseaux IP (conception, gestion, sécurisation).
* Sécurité : Compétence dans la mise en place d'outils de sécurité pour protéger les données et l'infrastructure (firewall, VPN, chiffrement, authentification).
* Stockage et sauvegarde : Expertise dans les systèmes de stockage (SAN, NAS) et les solutions de sauvegarde (Backup, DRP).
* Haute disponibilité : Expérience avec les mécanismes de haute disponibilité, de clustering et de gestion de la redondance des services.
* Bonne capacité à travailler en équipe et à gérer des projets techniques transverses
* Autonomie, rigueur, sens de l'analyse et forte capacité à résoudre des problèmes complexes.
* La maîtrise de l'anglais technique est un plus.",Salaire brut : 37 - 42 k€ brut annuel,Expérience exigée de 1 An(s),"
GESER BEST
"
"Delivery Lead Data F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
Votre principal rôle sera de porter l'engagement de produits Data centrés utilisateur, sur l'ensemble du cycle de vie.

Votre journée en quelques mots ? 

Vous aurez principalement la charge de :

Piloter une équipe pluridisciplinaire (Data architect, Data engineers, devops, UX/UI, Scrum, PPO...) en lien avec le PO Métiers. Vous faciliterez la compréhension et l'appropriation du contexte RATP à votre équipe que vous bâtissez pour en faire un collectif soudé, prêt à relever tous les défis

Travailler sur une variété de produits Data à forte valeur ajoutée, représentatifs de la diversité des métiers du Groupe (Maintenance intelligente des SI industriels, Gestion des évènements d'exploitation en temps réel, pilotage de la performance opérationnelle, optimisation de l'info voyageur, analyse des données d'exploitation, etc...).

Devenir acteur incontournable de la transformation de la RATP par la Data à travers l'excellence opérationnelle sur le delivery de la Data Factory pour les métiers.

Porter l'engagement de l'unité auprès des départements métiers.

Vous inscrire dans l'amélioration continue de la Data Factory en participant à la communauté des Delivery Lead.

Contribuer à valoriser le patrimoine Data du Groupe à travers les projets Data/IA que vous pilotez.

Accompagner les métiers dans leur transformation en favorisant les livraisons itératives et incrémentales avec un Time to Market &lt;5 mois.&lt;br /&gt;
Représenter votre équipe, votre savoir faire et vos succès lors de prises de parole en public (salons, pitchs client mais aussi visites de membre du COMEX, concours innovation Data&IA...)

Vous voulez en savoir plus ? cliquez sur les liens suivants :

La Data Factory de la RATP fête sa 1ère bougie!

http://www.lemagit.fr/etude/Comment-la-RATP-faconne-sa-strategie-Data-Mesh



Profil recherché:
Vous êtes diplômé d'un BAC+5 en école de commerce ou en école d'ingénieur et vous avez acquis minimum 3 ans d'expérience.

Quels sont les prérequis pour embarquer dans l'aventure ? 

Une expérience significative sur les projets en AGILE.

Une expérience concrète dans la gestion de programme ou de grands projets et en particulier avec une composante Data, BI ou Analytics.

Une capacité d'écoute et de compréhension des besoins/attentes clients.

Un engagement à exceller dans la poursuite d'objectifs non égoïstes.

De la curiosité, de la détermination et le goût pour l'intrapreneuriat qui seront très appréciés pour rejoindre les équipes solidaires d'une factory en très forte croissance au sein d'un grand groupe.

Un leadership naturel et une capacité à prendre du recul et des décisions.

Un goût prononcé pour la tech (comme nous) et une connaissance idéalement sur ces socles qui sont la base de nos produits: Databricks, PowerBI, Collate, AWS, 

Vous vous reconnaissez ? N'hésitez pas à postuler directement en ligne

Tous nos métiers sont ouverts aux personnes en situation de handicap.

Type de contrat : CDI

Localisation : 75012 Paris - Gare de Lyon (Maison de la RATP). Déplacements possibles sur d'autres sites RATP en Ile-de-France (Paris, Fontenay sous bois, Noisy-le-Grand)

Télétravail : Oui (2 à 3 jours par semaine selon le protocole en vigueur dans l'entreprise)

Salaire : A définir selon expérience

Principaux avantages entreprise :

- Evolution de carrière vers d'autres métiers y compris en filiales internationales

- 9 semaines de congés, soit 206 jours travaillés par an",Salaire brut : A partir de 35 k€ brut annuel,Expérience exigée de 2 An(s),"
RATP
"
Chef de Projet fonctionnel Data Paris F/H - Informatique de gestion (H/F),"
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Pour savoir qui nous recherchons, il faut savoir ce qui nous anime !
Notre motivation repose sur nos valeurs : collaboration, transparence et solidarité. Chacun.e contribue de manière unique à notre collectif. Nos Shifter.euses sont passionné.es et en constante amélioration, avec des qualités d'engagement, de résilience, de créativité et de polyvalence.
Alors tu veux en savoir plus ?

Concrètement, un.e Consultant.e Chef de projet DATA chez Shift c'est. :
Ton rôle ?
* Gérer l'intégralité du projet (du recueil des besoins au closing) ;
* Assurer la coordination et le pilotage du projet et des équipes ;
* Respecter les impératifs : qualité, budget, performance et délais.
Tes actions ?
* Cadrage : définir le budget, les ressources nécessaires, le périmètre d'application, les différentes phases du projet ;
* Analyse et diagnostic data : modélisation, cartographie, impacts ;
* Gouvernance de la donnée : stratégie de la donnée, qualité des données ;
* Démarrage : constituer les équipes projets, définir les délais, les tâches, tout en gardant un œil sur le périmètre et les objectifs ;
* Exécution : suivre les sous-projets / séquences, paramétrage des solutions,
* Contrôle : contrôler / superviser le temps, les KPIs et les ressources initialement alloué.es au projet pour statuer sur la continuité du projet ;
* Clôture : s'assurer de l'adhésion de son rendu par les utilisateur.rices en mettant en exergue des REX et des livrables ;
* Amélioration continue : maintien opérationnel, reporting, dashboards, data vizualisation ;
* Customer satisfaction-oriented : s'assurer que le projet corresponde aux attentes du client.
C'est aussi.
* Renforcer l'appartenance Shift par l'implication en interne et le partage de connaissances,
* Rassembler et fédérer autour de soi,
* Transmettre les valeurs et contribuer à la visibilité de Shift,
* Faire preuve de créativité et de prise d'initiative,
* Remonter les informations utiles au développement de son client.

Profil recherché:

Ton profil correspond-il ?
Profil :
* minimum 5&nbsp;ans d'expérience en gestion de projet et/ou consulting,
* Expérience en projets Data et/ou Data Analyse et/ou Data Vizualisation,
* Connaissance du secteur Banque - Assurance,
* Aisance opérationnelle en l'anglais écrit et oral (réunions, ateliers, entretiens.),
* Capacités rédactionnelles et esprit de synthèse,
* Connaissance d'outils de gestion de projet,
* Connaissance d'outils de DATA / Business Intelligence (Tableau, Power BI, Qlik Sense, Snowflake, Dataflix...),
* Connaissance de méthodologies (agiles, PMP, Prince2.).
Savoir-être :
* Contribuer à une atmosphère de travail positive,
* S'adapter aux nouveaux contextes, contraintes et interlocuteurs,
* Analyser et observer pour détecter et anticiper les conflits / obstacles,
* Bonne communication et bon relationnel.
""Tous nos postes sont ouverts aux personnes en situation de handicap : Shift est engagé pour la diversité et l'inclusion.""",Salaire brut : 40 - 65 k€ brut annuel,Expérience exigée de 5 An(s),"
Shift Consulting
"
"Data Engineer - Java / Spark F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Rejoignez une équipe passionnée et boostez la transformation Big Data ! &nbsp;
Nous accompagnons notre client pour renforcer une équipe spécialisée dans la gestion et l'industrialisation des traitements de données massifs et recherchons un.e Data Engineer. Vous interviendrez sur une plateforme Big Data dédiée à l'exploitation de larges volumes de données, utilisée pour des analyses avancées et des modèles prédictifs.
&nbsp;
Votre défi à relever 
En tant que Data Engineer, vous aurez un rôle clé dans la mise en place et l'optimisation des pipelines de données. Vous serez en interaction avec des équipes pluridisciplinaires (développeurs, data scientists, métiers) pour construire des solutions performantes et scalables.
Situation géographique : Toulouse
&nbsp;
Quelques infos importantes à retenir :
- Démarrage&nbsp;: ASAP
- Expérience d'au moins minimum 2 ans sur un poste similaire
- Télétravail 2 jours/semaine
&nbsp;

Profil recherché:

Vos missions au quotidien 
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Développer et optimiser des pipelines de données massifs avec Spark et Scala.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assurer l'ingestion, le nettoyage et l'enrichissement des données en vue de leur exploitation.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Exposer les données via des API et Web Services pour les rendre accessibles aux applications et modèles ML.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Contribuer à l'industrialisation et à la mise en production des traitements Big Data.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Collaborer avec les data scientists pour améliorer la maturité industrielle des modèles de machine learning.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Maintenir et optimiser les solutions en production pour garantir leur performance et leur robustesse.
&nbsp;
Votre environnement technique 
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Langages : Java (J2EE / JDK 17), Scala
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Big Data : Spark (SQL/DataFrame), Impala, Kudu, Hive, SQL, Parquet
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Infrastructure &amp; DevOps : Docker, Kubernetes, Helm, Git, Maven
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Messaging &amp; Streaming : Kafka, Redis
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tests &amp; Qualité : JUnit, Mockito, PowerMock, ScalaMock
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; API : Web Services Rest
&nbsp;
Et pour réussir dans ce rôle ? 
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Vous avez minimum 2 ans d'expérience en tant que Data Engineer.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Vous maîtrisez Spark, Scala et l'écosystème Big Data.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Vous avez des bases solides en développement backend et en conception de pipelines de données.
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Vous appréciez travailler en équipe et collaborer avec des profils variés (développeurs, data scientists, métiers).
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Une appétence pour le Machine Learning est un plus !
·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Anglais courant indispensable pour évoluer dans un contexte international.&nbsp;",Salaire brut : 36 - 40 k€ brut annuel,Expérience exigée de 2 An(s),"
CELAD
"
"Data Analyst F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

 

Tu intègres une équipe dédiée à un gros client et tu interviens en tant que Data Analyst (H/F).
Le poste est situé sur notre site de Rennes ou Paris avec la possibilité de télétravailler jusqu'à 4 jours par semaine.

Voici un aperçu de tes missions :
Être l'interlocuteur privilégié des sujets relatifs aux KPI et dashboards.
Assurer la production de reportings de la cellule à destination des équipes (80%) et du Client (20%)
Développer et maintenir des rapports automatisés
Restituer et présenter les données et dashboards sous différents formats (excel, mails, PowerBI)
Assurer une bonne communication des informations afin de garantir l'approche DevOps et l'industrialisation/automatisation
Apporter des éléments factuels et visuels via PowerBI
Modéliser de nouveaux modèles de données efficaces et fiables.
Mettre en place et tenir à jour la documentation technique
Participez à la veille technologique sur l'environnement BI et partagez vos connaissances au sein de notre communauté BI
Univers technologique : 
Power BI (DAX,M)
Python
SQL
GIT
 

Profil recherché:


De formation supérieure ou autodidacte, tu possèdes une expérience d'au minimum 2 ans sur un poste de Data Analyst. Tu es curieux(euse), rigoureux(euse), organisé(e) et tu as un bon esprit d'analyse. Tu es capable de réaliser ton travail de façon autonome en faisant preuve de réactivité. Ton aisance relationnelle et ta communication te permettront d'être légitime auprès des équipes en place et des clients.",Salaire brut : A négocier,Expérience exigée de 2 An(s),"
Claranet SAS
"
